instance,text,category
1143,"gewoon 2 weken wachten, hij heeft nergens last van dus het zal ook geen dringend geval zijn",passive
1144,weer contact opnemen met de huisarts en hem mededelen dat een afspraak over twee weken niet mogelijk is.,somewhat
1145,vertellen dat het termijn op dokters advies gegeven was .De receptie vragen om de arts te  vragen  hoe nu verder .,proactive
1146,dat er beslist een afspraak gemaakt moet worden over 2 weken i.v.m. Mijn gezonheid en in opdracht van de dokter,proactive
1147,"Vertellen dat de arts had gezegt 2 weken, en de receptie moet dan maar even overleggen met de arts wat hij het beste dan kan doen.",proactive
1148,voet by stuk houden   afspraak voor over twee weken maken     dearts heeft deze beslissing niet voor niets gemaakt,proactive
1149,aangeven dat de arts 2 weken aangaf en dat ze jan er maar ergens tussen moeten drukken.,passive
1150,wachten,passive
1151,"Contact opnemen met de arst en vragen of er risicio's zijn aan het verzetten van de afspraak. zoniet gewoon een maand later plannen, als er wel risico's aan zijn de arst vragen wat te doen.",somewhat
1152,Na eerste week bijna elke dag bellen mischen er zou en vrij pleck kone vindine.,somewhat
1153,melden dat je deze afspraak wil/moet maken omdat de arts daarom vraagt en niet akkoord gaan met een wachttijd van een maand.,proactive
1154,Verwijzen naar de mening van de arts en geen genoegen nemen met wat de receptioniste zegt.,passive
1155,Jan moet aangeven dat de arts gezegd heeft dat hij over twee weken terug moet komen en niet over vier weken.,passive
1156,Mededelen dat de arts hem over 14 dagen weer wilde zien en of de assistente dit even kon vragen ivm genoemde termijn,proactive
1157,Duidelijk aangeven dat de dokter aangaf dat het over twee weten moest en haar vragen dat bij de arts te verifieren.,proactive
1158,Aangeven dat de dokter heeft gezegd met twee weken terug te komen dus dat hij graag in deze periode wil afspreken.,passive
1159,Zeggen dat de arts had gevraagd een afspraak over 2 weken te maken. Dus nog een keer in de agenda te laten kijken voor een gaatje.,passive
1160,Vertellen dat de arts hem heeft gevraagd om over 2 weken terug te komen.,passive
1161,erop aandringen dat het eerder moet (< 3 weken ) of als het niet anders kan een andere arts in de arm nemen,proactive
1162,Aandringen op 2 wk en anders de arts erbij roepen.,proactive
1163,jan moet resoluut zijn en geen andere afspraak maken.,proactive
1164,Kiezen voor een andere zorgverzekeraar.,destructive
1165,"Contact op nemen met de arts en vragen of dat een nadelig gevolg zou hebben voor zijn gezondheid. Indien dat zo is dan alsnog proberen of de afspraak onder urgentie vervroegd kan worden. Zo niet: dan naar een andere arts, eventueel particulier,  gaan eventueel in Duitsland of Belgie waar dit soort situaties zich nagenoeg nooit voordoen.",proactive
1167,even terug gaan naar de arts,proactive
1168,Zeggen dat de arts van Jan heeft gevraagd of Jan over 2 weken terug wil komen. Daarom zal Jan moeten zeggen dat hij toch graag over 2 weken terug wil komen en dat de receptie anders zelf aan de arts moet vragen wat er nu moet gebeuren.,proactive
1169,"Ik zou het advies van de huisarts voorleggen aan de assistente van de huisarts, met het verzoek om dit terug te koppelen met de huisarts.  Aangezien Jan pas over meer dan een maand een afspraak kan maken lijkt dit strijdig met het standpunt van de huisarts.  Dus voorleggen met verzoek om per omgaande jou te informeren over de reactie van de huisarts.  Blijkt het dan n¢g niet mogelijk om een sfspraak over twee weken te maken, dam is mijn vertrouwen in de huisarts geschaad en zou ik bij een collega-arts een afspraak maken.",proactive
1170,Vertellen dat tegen hem gezegd was over twee weken en niet over meer dan een maand,passive
1171,"standvastig zijn en eisen dat de afspraak over 2 tot 2,5 week zou kunnen plaatsvinden.",proactive
1172,"direct contact opnemen met de arts,",proactive
1173,"Dit niet accepteren, aanblijven dringen tot hij wel een afspraak heeft eventueel bij een collega arts",proactive
1174,"toch de afspraak voor over 2weken zien te krijgen. de arts wil hem dan zien. mocht jan de afspraak dan nog niet krijgen, er op staan dat de receptioniste zelf naar de arts gaat voor overleg.",proactive
1175,Afwachten,passive
1176,"Jan moet zeggen dat hij van de arts over 2 weken terug moest komen, dus dat het mogelijk moet zijn om over 2 weken ergens een afspraak te plannen.",proactive
1177,Jan moet aandringen op een afspraak na 2 tot maximaal 3 weken en duidlijk maken dat de arts hem over twee weken wil zien (ipv 4 weken). is dit niet mogelijk dan zou ik hem aanraden een second opinie aan te vragen bij een arts die wel tijd heeft,proactive
1178,Aandringen voor een snellere afspraak,proactive
1179,zeggen dat de dokter hem over 2 weken terug wil zien,passive
1180,"Jan dient zich te melden bij de arts waar hij net vandaan komt, 'inbreken' in zijn volgende afspraak, met de mededeling dat hij binnen 2 weken geen afspraak kan krijgen en vragen om het advies van de arts.   ",proactive
1181,ik zou de arst erbij halen. en als het geen ernstige onderliggende  achtergrond heeft. zou ik over een maand terug komen. als het wel ernstig is operatie ect. dan zou ik wel proberen er tussen te komen.,proactive
1182,"Vragen of het mogelijk is de arts te spreken of dat hij eventueel ergens tussen twee mensen door geholpen kan worden, aangezien de arts heeft aangegeven hem na twee weken weer te willen zien.",proactive
1183,Ik zou Jan Niet te lang in onzekerheid laten dus mijn advies is een afspraak over veirtien dagen mondeling dan wel per telefoon,somewhat
1184,Jan moet uitleggen dat hij over twee weken een afspraak moet worden gemaakt van de dokter en hij moet erop staan dat dit zo gebeurt. Meestal is er dan toch wel een gaatje vrij.,proactive
1185,Jan zou moeten eisen dat hij over twee weken een afspraak krijgt. Eventueel zou hij terug moeten gaan naar de arts en de afspraak door hem of haar laten maken.,proactive
1186,Aan de receptionist aangeven dat dit niet bepaald netjes is en dat hij op een zo kort mogelijke termijn alsnog een afspraak wil maken. Tijdens die afspraak ook aan de betreffende arts kenbaar maken dat dit niet kan. Bij een vervolgafspraak direct concrete afspraken maken.,proactive
1187," Er op staan dat hij eerder een afspraak kan maken en dat duidelijk kenbaar maken, niet eerder vertrekken voordat afspraak is gemaakt!!",proactive
1188,Er op aan dringen dat de arts over twee weken hem weer wou zien,proactive
1189,Er op wijzen dat hij aanwezig is op verzoek van de arts.,passive
1190,Aangeven aan de receptie dat het advies van de arts is over twee weken.,passive
1191,"er geen genoegen mee nemen,en het voorleggen aan zijn huisarts",proactive
1192,Hij zou moeten aandringen dat hij de afspraak oer 2 weken moet hebben,proactive
1193,zeggen dat de arts hem over 2 weken teug wil zien dus ergens tussendoor dan maar,somewhat
1194,er op staan dat er een afspraak over 2 weken komt en anders de arts er bij halen,proactive
1195,vertellen dat hij niet zo lang kan wachten,passive
1196,Als hij op korte termijn van een arts wil weten of zijn conditie is verbeterd  zou ik bij de receptie vragen om nogmaals een overleg met de arts. Anders zou ik een afspraak maken met een collega arts.,proactive
1197,Weer terug gaan naar de arts en zorgen dat hij eerder aan de beurt komt.,proactive
1198,"1. Het betreft Jan zijn eigen gezondheid.  2. De arts heeft aangegeven dat Jan over twee weken terug dient te komen.  Dit doet een arts niet zomaar.    Dit zijn ingredienten waarmee hij de receptioniste moet overtuigen, desnoods met de betreffende arts erbij, die daar waar nodig een afspraak voor Jan kan inplannen.",proactive
1199,Zeggen dat er maar twee weken tussen mogen zitten,proactive
1200,"Jan moet tegen de receptionist(e) uitleggen dat hij over twee weken terug moest komen, volgens de arts.",passive
1201,Zeggen dat de arts binnen twee weken een afspraak wil en vragen of dat echt niet mogelijk is. Anders gewoon een afspraak maken voor de eerstvolgende mogelijkheid.,passive
1202,naar een andere dokter gaan,destructive
1203,vragen om een eerdere afspraak dan wel accepteren,passive
1204,Vertellen dat de arts geadviseerd heeft om over twee weken terug te komen en zo proberen om eerder een afspraak te krijgen.,passive
1205,"niet accoord gaan,en receptie zeggen wat arts hem gezegd had !",passive
1206,"Er op aandringen bij de receptie,en de arts er bij roepen en deze vragen naar een oplossing.",proactive
1207,eisen om toch een afspraak over twee weken te maken.,proactive
1208,zeggen dat hij een afspraak binnen 2 weken MOET,proactive
1210,Zeggen dat de arts hem over 2 weken terug wou zien er zorgen dat die afspraak er komt.,proactive
1211,toch de arts hierover aanspreken,proactive
1212,"Hij moet tegen de persoon achter de balie zeggen dat de dokter hem toch echt over twee weken wil zien, en dat hij er op staat dat het ook gebeurt.",proactive
1213,"het er niet mee eens zijn, zeggen dat de afspraak over 2 weken moet plaats vinden.",proactive
1214,Ik zou Jan adviseren toch er maar op aan te dringen of men toch niet eerder een mogelijkheid heeft. Mocht dit niet lukken eventueel uit te wijken naar Belgie.,proactive
1216,toch proberen of hij een afspraak kan maken omdat de doter hier zelf om gevraagd heeft,passive
1217,hij moet aangeven dat hij die de afspraak gemaakt had ( met de arts) om terug te komen naar twee weken. als dit neit helpt kan hij vragen aan de receptie om met de arts contact op te laten nemen over hem en zijn probleem.,proactive
1218,Vertellen dat dat niet goed is en dat hij over twee weken moet terug komen,passive
1219,verwijzen naar advies van de arts = 2 weken,passive
1220,De situatie uitleggen en staan op een afspraak binnen twee weken.,proactive
1221,"als de arts zo iets aangeeft, horen ze dit te regelen",proactive
1222,naar de receptie gaan en door blijven zeuren,proactive
1223,vast houden aan het advies van de arts,proactive
1224,Jan moet op zijn standpunt blijven staan en een afspraak over twee weken verlangen: dit was de wens van de arts.,proactive
1225,Verwijzen naar het verzoek van de arts,passive
1226,"bij de receptioniste benadrukken dat hij van de arts over twee weken moet terugkomen en niet over vier weken. Als er niet eerder tijd is, dan zou ik daar geen punt van maken. twee weken extra om aan zijn conditie te werken!",passive
1227,vertellen dat de dokter hem over 2 weken wil zien en niet pas over een maand,passive
1228,"Heel duidelijk zijn dat de arts hem binnen vier tien dagen wil terugzien, en dat er toch maar een afspraak gemaakt moet worden Geen pardon!!!!!",proactive
1229,zeggen dat hij van de arts over twee weken terug moet komen en dat hij graag over twee weken een afspraak k wil,proactive
1230,Terug naar arts,proactive
1231,Melden dat hij van de arts over 2 weken moest terugkomen en vragen aan de receptie of ze dat even willen checken met de arts.,proactive
1232,"Jan zou kunnen zeggen dat het idee van de dokter kwam en als dit niet kon, moeten de assistent en de dokter beter communiceren met elkaar.  De dokter weet blijkbaar dan niet dat hij al zo vol is.    Vaak is het ook zo dat een afspraak met een (huisarts) niet echt nodig is, Jan zou ook over 2 weken kunnen bellen naar de huisarts (assistent) om door te geven of zijn conditie al verbeterd is.  In de meeste gevallen gaat daar wel meer als 2 weken overheen.",passive
1233,Geen afspraak maken en kijken of het zonder arts beter gaat,destructive
1234,andere arts zoeken.,destructive
1235,"Gewoon doorgaan met het verbeteren van zjn conditie en dan naar die afspraak, over meer dan een maand, te gaan.",passive
1236,Aangeven dat de arts hem over twee weken al wilt spreken. De receptie heeft het dan maar met de arts uit te zoeken hoe ze dat gaan inplannen.,proactive
1237,"zeggen bij de receptie dat de arts hem over 2 weken wilde terug zien. En wanneer de afspraak pas na een maand kan, er op staan dat het uitstellen van de afspraak wordt besproken met de arts. Wanneer de arts vindt dat dit geen risico met zich mee brengt. Dan pas akoord gaan.",proactive
1238,denkt jan en zijn dokter dat het noodzakelijk is dat hij over twee weken word gezien moet hij gewoon een afspraak over twee weken eisen. denkt jan dat hen niet zo noodzakelijk is dan kan de latere afsraak geaccepteerd worden.,passive
1239,Verwijzen naar het gesprek met de arts en duidelijk maken dat het hem was toegwzegd over twee weken terug te komen. Ter plekke de arts laten bellen door de receptioniste.,proactive
1240,Jan moet de receptionist zeggen dat de arts hem gevraagd heeft over 2 weken (en niet over een maand) terug te komen.,passive
1241,contact maken met de arts om te vragen of het belangrijk is om na 2 weken terug te komen of dat 1 maand ook kan,proactive
1242,Aan de assistent doorgeven dat hij over 2 weken terug moet komen en dat de arts dat niet voor niets zegt. Hij zal gewoon over 2 weken gezien moeten worden.,proactive
1243,"vertellen dat de arts zei over 2weken en dat ze maar contact moet opnemem met de arts ,dat niet de receptie kan uitmaken of het ernstig is",proactive
1244,Andere dokter zoeken,destructive
1245,"Aangeven dat dit op verzoek van de arts is. Laat de assistente, na overleg met de arts, terugbellen om het eea te bevestigen.",somewhat
1246,Aangeven dat het op advies van de arts om over twee weken terug te komen.,passive
